,ACCT_STREET_ADDR,NEW ADDRESS
27587,161 E NORTH BEAR CREEK DR,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIR'], ['ALPHA'], ['WAY'], ['WAY']]),"
27622,39450 3RD STREET EADT UNIT119,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['ALPHA'], ['ALNUM']]),"
27803,335 BANK ST APT C 2,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['LETTER'], ['DIGIT']]),"
27834,1140 FM 730 N STEA,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['LETTER', 'DIR'], ['ALPHA']]),"
27886,7986 W ALAMEDA AVE A&B,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['LETTER'], [], ['LETTER']]),"
27914,2183 ORCHARD PINES LOOP # 2,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['POUND'], ['DIGIT']]),"
27949,77 MAIN ST N STE 111,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['APT'], ['DIGIT']]),"
28030,171 PASADENA TOWN SQUARE MALL # 171,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['WAY'], ['POUND'], ['DIGIT']]),"
28131,855 EL CAMINO REAL STE 157,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['ALPHA'], ['APT'], ['DIGIT']]),"
28165,8390 E VIA DE VENTURA STE 108,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['APT'], ['DIGIT']]),"
28247,910 M ST NW APT 410,"("""", [['DIGIT'], ['LETTER'], ['WAY', 'PRE'], ['DIR'], ['APT'], ['DIGIT']]),"
28342,6900 E EVANS AVE BLDG B407,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['ALPHA'], ['ALNUM']]),"
28415,14460 FALLS OF NEUSE RD # 14,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
28445,1714 WEST LOOP N,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['LETTER', 'DIR']]),"
28489,936 SW 1ST ST # 161,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['POUND'], ['DIGIT']]),"
28506,640 NATIONAL CITY BLVD # 101-AN11,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT'], ['ALNUM']]),"
28514,420 430 N U S 1,"("""", [['DIGIT'], ['DIGIT'], ['LETTER', 'DIR'], ['LETTER'], ['LETTER', 'DIR'], ['DIGIT']]),"
28516,11671 STERLING AVE STE D/E,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], []]),"
28593,1112 TOWN EAST MALL 1112,"("""", [['DIGIT'], ['ALPHA'], ['DIR'], ['WAY'], ['DIGIT']]),"
28744,5294 ADAMS ST NE BLDG B,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['DIR'], ['ALPHA'], ['LETTER']]),"
28854,590 STATE RT 3 UNIT 3,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['DIGIT'], ['APT'], ['DIGIT']]),"
28924,102-B SOUTH ST,"("""", [['DIGIT'], ['LETTER'], ['DIR'], ['WAY', 'PRE']]),"
28928,11505 10TH AVENUE CT E APT H301,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['ALNUM']]),"
28965,4242 DEL RIO CAMI N 26,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['ALPHA'], ['LETTER', 'DIR'], ['DIGIT']]),"
29076,164-07 & 1 NORTHERN BLVD,"("""", [['DIGIT'], ['DIGIT'], [], ['DIGIT'], ['ALPHA'], ['WAY']]),"
29103,42841 CREEK VIEW PLZ STE 100,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['ALPHA'], ['APT'], ['DIGIT']]),"
29246,46-50 GREENE ST # 2F,"("""", [['DIGIT'], ['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
29395,502 HOWARD ST SW APT A,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['DIR'], ['APT'], ['LETTER']]),"
29421,11234 A ST S,"("""", [['DIGIT'], ['LETTER'], ['WAY', 'PRE'], ['LETTER', 'DIR']]),"
29433,1950 A 7 DOUGLAS BLVD,"("""", [['DIGIT'], ['LETTER'], ['DIGIT'], ['ALPHA'], ['WAY']]),"
29483,11401 NW 12TH ST # E-515,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['POUND'], ['LETTER', 'DIR'], ['DIGIT']]),"
29554,4500 E CHERRY CREEK SOUTH DR,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['DIR'], ['WAY']]),"
29586,575-579 GRAND CONCOURSE,"("""", [['DIGIT'], ['DIGIT'], ['ALPHA'], ['ALPHA']]),"
29595,8625 E 37TH ST N BLDG 204,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT']]),"
29712,6990 EL CAMINO REAL STE M,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['ALPHA'], ['APT'], ['LETTER']]),"
29792,990 SIERRA VISTA DR # 4AB,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['POUND'], ['NUMSTR']]),"
29986,3901 SOUTH EAST STREET C,"("""", [['DIGIT'], ['DIR'], ['DIR'], ['WAY'], ['LETTER']]),"
30081,28170 AVENUE CROCKER STE 103,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['APT'], ['DIGIT']]),"
30098,5353 ALMADEN EXPY # H50,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['POUND'], ['ALNUM']]),"
30251,2724 CARL T JONES DR SE,"("""", [['DIGIT'], ['ALPHA'], ['LETTER'], ['ALPHA'], ['WAY'], ['DIR']]),"
30349,590 SALT RD BLDG D STE 33,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['LETTER'], ['APT'], ['DIGIT']]),"
30452,1614-B N STATE HIGHWAY 161,"("""", [['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
30571,500 N HWY 69 STE485,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['DIGIT'], ['ALNUM']]),"
30707,16414 N 91ST ST STE 103/104,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['APT'], []]),"
31093,314 S PONCE DE LEON BLVD UNIT C,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
31227,1675 CRYSTAL SQUARE ARC STE P,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['APT'], ['LETTER']]),"
31290,571 EMBARCADERO STE D&E,"("""", [['DIGIT'], ['ALPHA'], ['APT'], ['LETTER'], [], ['LETTER', 'DIR']]),"
31291,570 E LA CADENA DR STE 1D,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['WAY'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
31355,73910 HIGHWAY 111 STE D&E,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['APT'], ['LETTER'], [], ['LETTER', 'DIR']]),"
31599,408 S ATLANTA  S STE120,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['LETTER', 'DIR'], ['ALNUM']]),"
31622,1620 W FM 646 STES,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT'], ['ALPHA']]),"
31659,8101 SAN PEDRO NE SUITE G & H,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['DIR'], ['APT'], ['LETTER'], [], ['LETTER']]),"
31662,10540 FM 1488 RD # 160,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['WAY'], ['POUND'], ['DIGIT']]),"
31691,2000 WINDY TER BLDG 22 UNIT C,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['DIGIT'], ['APT'], ['LETTER']]),"
31793,20416 E WALNUT DR N STE 2E,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
31876,81 W. White Horse Pike,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PERIOD'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
31883,3032 BUSI I-70,"("""", [['DIGIT'], ['ALPHA'], ['LETTER'], ['DIGIT']]),"
31957,2835 ROUTE 611 STE102,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['ALNUM']]),"
32063,757 N TWIN OAKS VALLEY RD STE 6,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT']]),"
32128,2828 N 51ST AVE STE 170B,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
32157,236 SE 139TH AVE APT E,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['APT'], ['LETTER', 'DIR']]),"
32181,4227 S MERIDIAN STE C 482,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['APT'], ['LETTER'], ['DIGIT']]),"
32360,18596 LONGS WAY # B-15,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['POUND'], ['LETTER'], ['DIGIT']]),"
32384,10242 AVENUE 19 1/2,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], []]),"
32395,4050 U S HIGHWAY 190 W,"("""", [['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR']]),"
32505,1218 BUSINESS LOOP 70W,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['AL_1NUM', 'NUMSTR']]),"
32540,10864 PARK MEADOWS PLZ # 146,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['ALPHA'], ['POUND'], ['DIGIT']]),"
32845,8435 N STEMMONS FWY # S-115,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['POUND'], ['LETTER', 'DIR'], ['DIGIT']]),"
32856,60 E SAN FRANCISCO 215 & 216,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['DIGIT'], [], ['DIGIT']]),"
32907,399 N M L KING JR PKWY,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['LETTER'], ['LETTER'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
33046,2053 LAKEWOOD AVE SE # B,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIR'], ['POUND'], ['LETTER']]),"
33118,413-415 NORTH ST,"("""", [['DIGIT'], ['DIGIT'], ['DIR'], ['WAY', 'PRE']]),"
33133,5370 US 78 HWY ST,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['WAY'], ['WAY', 'PRE']]),"
33159,1139 S HILL ST STE AU 140,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['WAY', 'PRE'], ['APT'], ['ALPHA'], ['DIGIT']]),"
33173,1951 NE LAURIE VEI LOOP,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['ALPHA'], ['ALPHA']]),"
33212,1989 W T C JESTER BLVD,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['LETTER'], ['LETTER'], ['ALPHA'], ['WAY']]),"
33486,40 W 86TH ST # 3A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
33578,409 & 411 HIGH ST,"("""", [['DIGIT'], [], ['DIGIT'], ['ALPHA'], ['WAY', 'PRE']]),"
33580,7311 COAL CREEK PKWY SE # 1302,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['DIR'], ['POUND'], ['DIGIT']]),"
33610,18106 FM 1488 RD # A1,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['WAY'], ['POUND'], ['ALNUM']]),"
33652,2406 18TH ST NW # 2F,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['DIR'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
33685,13 MILFORD-CROSS KEYS RD,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
33807,9490 CUYMACAYA ST ST 200,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['WAY', 'PRE'], ['DIGIT']]),"
33809,1220 SOUTH GOLDEN WEST H,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['DIR'], ['LETTER']]),"
33811,8821 GARVEY AVE # C4-5,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['POUND'], ['ALNUM'], ['DIGIT']]),"
33867,4822 GOLDEN FOOTHILL PKWY # UNIT,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['POUND'], ['APT']]),"
33897,2225 CAMINO DEL RIO S STE A,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['LETTER', 'DIR'], ['APT'], ['LETTER']]),"
34003,840 S GLYNN ST S STE330,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['ALNUM']]),"
34007,600B H ST NE,"("""", [['AL_1NUM', 'NUMSTR'], ['LETTER'], ['WAY', 'PRE'], ['DIR']]),"
34097,175 G ST STEB,"("""", [['DIGIT'], ['LETTER'], ['WAY', 'PRE'], ['ALPHA']]),"
34112,110-112-11 N HWY 81,"("""", [['DIGIT'], ['DIGIT'], ['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['DIGIT']]),"
34135,7830 NW 44TH ST # 'A',"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['POUND'], []]),"
34188,1509 CAMINO SAN MARTIN CT SW,"("""", [['DIGIT'], ['ALPHA'], ['PRE'], ['ALPHA'], ['WAY'], ['DIR']]),"
34289,6253 7 LKS W,"("""", [['DIGIT'], ['DIGIT'], ['ALPHA'], ['LETTER', 'DIR']]),"
34392,651 CANNERY ROW # B-1D,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['POUND'], ['LETTER'], ['AL_1NUM', 'NUMSTR']]),"
34754,9421 FM 2920 RD BLDG 20,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['WAY'], ['ALPHA'], ['DIGIT']]),"
34865,840 ERNEST W BARRETT PKWY NW STE 494,"("""", [['DIGIT'], ['ALPHA'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['DIR'], ['APT'], ['DIGIT']]),"
34889,1 N FOREST BEACH DR BLDG A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['ALPHA'], ['LETTER']]),"
34958,15496 PASEO DE LOS ROBLES RD,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ARTI'], ['ALPHA'], ['WAY']]),"
34965,9636 11TH BAY ST,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['ALPHA'], ['WAY', 'PRE']]),"
35175,8590 E COUNTY ROAD 466 STE E,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['DIGIT'], ['APT'], ['LETTER', 'DIR']]),"
35336,6512 208TH ST SW APT F2,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['DIR'], ['APT'], ['ALNUM']]),"
35444,17 W 662 BUTTERFIELD RD 302,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
35475,2921 E MARTIN LUTHER KING JR DR,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
35501,44225 W 12 MILE RD STE C104,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['ALNUM']]),"
35531,16510 STATE ROUTE 9 SE STE 101,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['DIR'], ['APT'], ['DIGIT']]),"
35550,7031 LITTLE RIVER TPKE STE 10-,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT']]),"
35598,550 HIGHWAY 51 BYP W,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['ALPHA'], ['LETTER', 'DIR']]),"
35642,9622 ROLLING OAKS LN 124W,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['AL_1NUM', 'NUMSTR']]),"
35651,820-A W MAIN ST,"("""", [['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE']]),"
35669,17 EAST 16TH STREET 2 ND FLOOR,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['DIGIT'], ['ALPHA'], ['ALPHA']]),"
35755,787 MAIN ST S UNIT B3,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['APT'], ['ALNUM']]),"
35996,615 J STREET MENDOTA,"("""", [['DIGIT'], ['LETTER'], ['WAY'], ['ALPHA']]),"
36141,2131 S ARCHER AVE UNIT EF,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['APT'], ['ALPHA']]),"
36157,225 ROUTE 303N STE201,"("""", [['DIGIT'], ['WAY'], ['AL_1NUM', 'NUMSTR'], ['ALNUM']]),"
36367,106-108 N SAINT ASAPH ST,"("""", [['DIGIT'], ['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['WAY', 'PRE']]),"
36533,13415 25TH AVE SE APT B,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['DIR'], ['APT'], ['LETTER']]),"
36540,120 E 16TH ST AKA 21-33 IRVING,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['ALPHA'], ['DIGIT'], ['DIGIT'], ['ALPHA']]),"
36597,13701 US HIGHWAY 29 STE E,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['APT'], ['LETTER', 'DIR']]),"
36635,12226 RURAL ROUTE 620 NE E,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['DIR'], ['LETTER', 'DIR']]),"
36653,JAYA & MANOJ LLC 2117 RTE 130,"("""", [['ALPHA'], [], ['ALPHA'], ['ALPHA'], ['DIGIT'], ['ALPHA'], ['DIGIT']]),"
36734,10934 SE US HIGHWAY 441 STE J,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['WAY'], ['DIGIT'], ['APT'], ['LETTER']]),"
36778,W1115 COUNTY ROAD W,"("""", [['ALNUM'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR']]),"
36790,1825 SAN PABLO AVE # 1A,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['WAY'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
36838,6938 US HIGHWAY 90A W,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['AL_1NUM', 'NUMSTR'], ['LETTER', 'DIR']]),"
36883,1211 NE BASCOM NORRIS DR # 201,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
36934,1114 14TH ST APTA,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['ALPHA']]),"
36999,9393 N 90TH ST STE 102-254,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['APT'], ['DIGIT'], ['DIGIT']]),"
37027,8128 N SAM HOUSTON PKWY W # A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['POUND'], ['LETTER']]),"
37236,350 E ROYAL LANE BLDG 4 126,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['ALPHA'], ['DIGIT'], ['DIGIT']]),"
37260,17339 S AVENUE B 1/2,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['LETTER'], []]),"
37328,151 2ND AVE A,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['LETTER']]),"
37339,810 PELHAM PKWY S APT 1A,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
37403,11725 LEE HWY A 15,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER'], ['DIGIT']]),"
37439,1998 1ST ST A,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['LETTER']]),"
37451,14611 N MOPAC STE 104 & 105,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['APT'], ['DIGIT'], [], ['DIGIT']]),"
37488,1320 HWY 60/84,"("""", [['DIGIT'], ['WAY'], []]),"
37496,1025 ROSE CREEK DR STE 620-33,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['APT'], ['DIGIT'], ['DIGIT']]),"
37635,495 BOULEVARD STE 2,"("""", [['DIGIT'], ['WAY'], ['APT'], ['DIGIT']]),"
37660,276 W MAIN ST OAK TREE PLZ,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['ALPHA'], ['ALPHA'], ['ALPHA']]),"
37777,745 VILLAGE CIRCLE D,"("""", [['DIGIT'], ['WAY'], ['WAY'], ['LETTER']]),"
37786,522 ROUTE 9 NORTH 309,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['DIR'], ['DIGIT']]),"
38022,1735 W STATE OF FRANKLIN 11,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['DIGIT']]),"
38025,5419 CHARLES W ANDERSON LOOP,"("""", [['DIGIT'], ['ALPHA'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA']]),"
38088,1708 N PARK ST BRENHAM,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['WAY', 'PRE'], ['ALPHA']]),"
38146,7100 E CAVE CREEK RD # 4-134,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['WAY'], ['POUND'], ['DIGIT'], ['DIGIT']]),"
38172,5801 S MANOR CV 5801 SOUTH MAN,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['DIGIT'], ['DIR'], ['ALPHA']]),"
38180,490 GLENN ST SW APT 104A,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['DIR'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
38221,2211 2ND AVE N STE D,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['LETTER']]),"
38306,8111 US 287 HWY BLDG H,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['WAY'], ['ALPHA'], ['LETTER']]),"
38338,522 E AVE UNITB,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['ALPHA']]),"
38353,645 US HIGHWAY 202/206,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], []]),"
38593,721 NE 82ND ST AVE,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['WAY']]),"
38670,3910 E DEL MAR STE201,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['ALNUM']]),"
38712,2525 E 10TH AVE UNIT622,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['ALNUM']]),"
38889,769 HAMILTON ST # S-2A,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['POUND'], ['LETTER', 'DIR'], ['AL_1NUM', 'NUMSTR']]),"
38980,1175 SHAW AVE # 104/407,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['POUND'], []]),"
39203,9 E 53RD ST # 5FL,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['POUND'], ['NUMSTR']]),"
39362,15902A HALLIBURTON RD # 218A,"("""", [['AL_1NUM', 'NUMSTR'], ['ALPHA'], ['WAY'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
39416,105 W IMPERIAL HWY C D,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['LETTER'], ['LETTER']]),"
39592,1020 TIERRA DEL REY STE A2,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['APT'], ['ALNUM']]),"
39732,111 CARPENTER DR D & E,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER'], [], ['LETTER', 'DIR']]),"
39734,170 N LA CANADA 10,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['DIGIT']]),"
40242,15338 NE 9TH PL UNITE I-213,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['ALPHA'], ['LETTER'], ['DIGIT']]),"
40303,35055 OLD LA HIGHWAY 16 STE 1E,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['WAY'], ['DIGIT'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
40325,7414 STEEPLE BRK C/O WESAM AZIZ,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['DELEG'], ['ALPHA'], ['ALPHA']]),"
40441,382-2 ROUTE 25A,"("""", [['DIGIT'], ['DIGIT'], ['WAY'], ['AL_1NUM', 'NUMSTR']]),"
40493,1000 N 1ST ST UNIT160,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['ALNUM']]),"
40529,7000 BOULEVARD EAST M9,"("""", [['DIGIT'], ['WAY'], ['DIR'], ['ALNUM']]),"
40534,2010 W AVENUE K PMB 433,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['LETTER'], ['APT'], ['DIGIT']]),"
40710,6519 ANGORA LOOP ST S # 1,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['POUND'], ['DIGIT']]),"
40752,17001-1700 E 8 MILE RD,"("""", [['DIGIT'], ['DIGIT'], ['LETTER', 'DIR'], ['DIGIT'], ['ALPHA'], ['WAY']]),"
